;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 3 2015;MXO;Galaxy Knights;11;Tim;Hughes;M;1;Galaxy Knights;6;3;Manchester Chargers;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;36;Carlie;Hoffman;F;1;Galaxy Knights;6;3;Manchester Chargers;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;14;Shaun;Bengston;M;1;Galaxy Knights;3;4;Tumeke Sports;Gold;¼;2
Belief NTS 3 2015;MXO;Galaxy Knights;0;Stuart;Bussell;M;1;Galaxy Knights;3;4;Tumeke Sports;Gold;¼;2
Belief NTS 3 2015;MXO;Galaxy Knights;31;Ceire;Costelloe;F;1;Galaxy Knights;3;4;Tumeke Sports;Gold;¼;2
Belief NTS 3 2015;MXO;Galaxy Knights;28;Dougie;Benzie;M;1;Galaxy Knights;3;8;Wigan Touch Warriors;Silver;Semifinal;2
Belief NTS 3 2015;MXO;Galaxy Knights;0;Stuart;Bussell;M;1;Galaxy Knights;3;8;Wigan Touch Warriors;Silver;Semifinal;2
Belief NTS 3 2015;MXO;Galaxy Knights;6;Karen;Matthews;F;1;Galaxy Knights;3;8;Wigan Touch Warriors;Silver;Semifinal;2
Belief NTS 3 2015;MXO;Galaxy Knights;98;Lindsay;Morrison;F;;;;;;;;
Belief NTS 3 2015;MXO;Galaxy Knights;90;Dan;Askew;M;;;;;;;;
Belief NTS 3 2015;MXO;Galaxy Knights;26;Catherine;Walker;F;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 1 2015;MXO;Oxford Touch;44;Kathryn;Thorpe;F;2;Oxford Touch;2;5;London Scorpions;Gold;Pool D;4
Belief NTS 1 2015;MXO;Oxford Touch;23;Campbell;Allen;F;1;Oxford Touch;3;3;Nottingham Hoods;Gold;Pool D;4
Belief NTS 1 2015;MXO;Oxford Touch;10;Joseph;Hartley;M;1;Oxford Touch;3;3;Nottingham Hoods;Gold;Pool D;4
Belief NTS 1 2015;MXO;Oxford Touch;4;Richard;King;M;1;Oxford Touch;3;3;Nottingham Hoods;Gold;Pool D;4
Belief NTS 1 2015;MXO;Oxford Touch;44;Kathryn;Thorpe;F;1;Oxford Touch;1;5;Cambridge Hornets;Gold;Pool D;4
Belief NTS 1 2015;MXO;Oxford Touch;23;Campbell;Allen;M;1;Oxford Touch;6;7;Durka Touch;Bronze;¼;2
Belief NTS 1 2015;MXO;Oxford Touch;10;Joseph;Hartley;M;1;Oxford Touch;6;7;Durka Touch;Bronze;¼;2
Belief NTS 1 2015;MXO;Oxford Touch;8;Miles;Partridge;M;1;Oxford Touch;6;7;Durka Touch;Bronze;¼;2
Belief NTS 1 2015;MXO;Oxford Touch;4;Richard;King;M;1;Oxford Touch;6;7;Durka Touch;Bronze;¼;2
Belief NTS 1 2015;MXO;Oxford Touch;5;Joelene;Hughes;F;1;Oxford Touch;6;7;Durka Touch;Bronze;¼;2
Belief NTS 1 2015;MXO;Oxford Touch;18;Samantha;Powles;F;1;Oxford Touch;6;7;Durka Touch;Bronze;¼;2
Belief NTS 1 2015;MXO;Oxford Touch;17;Jules;Risser;M;1;Oxford Touch;9;2;Gower Dragons;Wood;Semifinal;2
Belief NTS 1 2015;MXO;Oxford Touch;10;Joseph;Hartley;M;3;Oxford Touch;9;2;Gower Dragons;Wood;Semifinal;2
Belief NTS 1 2015;MXO;Oxford Touch;4;Richard;King;M;4;Oxford Touch;9;2;Gower Dragons;Wood;Semifinal;2
Belief NTS 1 2015;MXO;Oxford Touch;44;Kathryn;Thorpe;F;1;Oxford Touch;9;2;Gower Dragons;Wood;Semifinal;2
Belief NTS 1 2015;MXO;Oxford Touch;10;Joseph;Hartley;M;1;Oxford Touch;6;7;Manchester Chargers;Wood;Final;2
Belief NTS 1 2015;MXO;Oxford Touch;17;Jules;Risser;M;1;Oxford Touch;6;7;Manchester Chargers;Wood;Final;2
Belief NTS 1 2015;MXO;Oxford Touch;4;Richard;King;M;1;Oxford Touch;6;7;Manchester Chargers;Wood;Final;2
Belief NTS 1 2015;MXO;Oxford Touch;22;Claire;Rylance;F;2;Oxford Touch;6;7;Manchester Chargers;Wood;Final;2
Belief NTS 1 2015;MXO;Oxford Touch;5;Joelene;Hughes;F;1;Oxford Touch;6;7;Manchester Chargers;Wood;Final;2
Belief NTS 1 2015;MXO;Oxford Touch;24;Renee;Watson;F;;;;;;;;
Belief NTS 1 2015;MXO;Oxford Touch;14;Tomos;Evans;M;;;;;;;;
Belief NTS 1 2015;MXO;Oxford Touch;7;Henry;Stratford;M;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 2 2015;MXO;Oxford Touch;21;Abigail;Walters;F;2;Oxford Touch;4;3;London Galaxy;Gold;Pool B;4
